제품번호,물품대분류,상품명,물품판매량,제품단가
P102656,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 4단계 여아용 96매(팬티형),263,59965
P102657,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 4단계 여아용 96매(팬티형) + 물놀이팬티 4단계 공용 10매 (팬티형),9,59860
P102658,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 5단계 남아용 80매(팬티형),285,62648
P102659,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 5단계 남아용 80매(팬티형) + 물놀이팬티 5단계 공용 10매(팬티형),10,62360
P102660,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 5단계 여아용 80매(팬티형),224,59781
P102661,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 5단계 여아용 80매(팬티형) + 물놀이팬티 5단계 공용 10매 (팬티형),11,62360
P102662,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 6단계 남아용 68매(팬티형),52,68308
P102663,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 6단계 남아용 68매(팬티형) + 물놀이팬티 6단계 공용 10매(팬티형),4,62360
P102664,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 6단계 여아용 68매(팬티형),76,65432
P102665,팬티,[2019년형] 하기스 에어솔솔 썸머팬티 6단계 여아용 68매(팬티형) + 물놀이팬티 6단계 공용 10매(팬티형),3,62360
P102666,팬티,[우주정거장 증정] 굿나이트 남아 대형 80매(팬티형),13,71040
P102667,팬티,[우주정거장 증정] 굿나이트 남아 중형 96매(팬티형),10,71040
P102668,팬티,[우주정거장 증정] 굿나이트 여아 대형 80매(팬티형),3,71040
P102669,팬티,[우주정거장 증정] 굿나이트 여아 중형 96매(팬티형),3,71040
P102670,팬티,"[쿠폰적용가32,960원] 하기스 맥스드라이 팬티 3단계 남아 116매(팬티형)",1,47360
P102671,팬티,"[쿠폰적용가32,960원] 하기스 맥스드라이 팬티 3단계 여아 116매(팬티형)",1,47360
P102672,팬티,"[쿠폰적용가32,960원] 하기스 맥스드라이 팬티 4단계 남아 96매(팬티형)",2,71040
P102673,팬티,"[쿠폰적용가32,960원] 하기스 맥스드라이 팬티 5단계 남아 80매(팬티형)",4,47360
P102674,팬티,"[쿠폰적용가32,960원] 하기스 맥스드라이 팬티 5단계 여아 80매(팬티형)",2,47360
P102675,팬티,"[쿠폰적용가32,960원] 하기스 맥스드라이 팬티 6단계 남아 68매(팬티형)",1,94720
P102676,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 3단계 남아 116매(팬티형)",1,53920
P102677,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 3단계 여아 116매(팬티형)",3,53920
P102678,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 4단계 남아 96매(팬티형)",10,70096
P102679,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 4단계 여아 96매(팬티형)",6,71893
P102680,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 5단계 남아 80매(팬티형)",7,92434
P102681,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 5단계 여아 80매(팬티형)",4,107840
P102682,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 6단계 남아 68매(팬티형)",1,53920
P102683,팬티,"[쿠폰적용가37,520원] 하기스 네이처메이드 팬티 6단계 여아 68매(팬티형)",1,107840
P102684,팬티,"[쿠폰적용가44,730원] 하기스 매직핏 꿀벅지 아기용 팬티 4단계 공용 152매(팬티형)",1,74560
P102685,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 3단계 남아 184매(팬티형)",7,74560
P102686,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 3단계 여아 184매(팬티형)",1,74560
P102687,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 4단계 남아 152매(팬티형)",5,104384
P102688,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 4단계 여아 152매(팬티형)",5,134208
P102689,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 5단계 남아 124매(팬티형)",9,115982
P102690,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 5단계 여아 124매(팬티형)",3,74560
P102691,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 6단계 남아 104매(팬티형)",1,149120
P102692,팬티,"[쿠폰적용가44,730원] 하기스 매직핏팬티 6단계 여아 104매(팬티형)",1,74560
P102693,팬티,2020 하기스 매직팬티 컴포트 2단계 공용 136매(팬티형) + 보너스 16매 추가증정,1,41800
P102694,팬티,2020 하기스 매직팬티 컴포트 3단계 남아 160매,5,66800
P102695,팬티,2020 하기스 매직팬티 컴포트 3단계 남아 160매(팬티형),233,69380
P102696,팬티,2020 하기스 매직팬티 컴포트 3단계 남아 160매(팬티형) + 보너스 16매 추가증정,96,66521
P102697,팬티,2020 하기스 매직팬티 컴포트 3단계 남아 160매(팬티형) X2,6,133600
P102698,팬티,2020 하기스 매직팬티 컴포트 3단계 남아 160매(팬티형) X2 + 보너스 32매 추가증정,31,133600
P102699,팬티,2020 하기스 매직팬티 컴포트 3단계 남아 160매(팬티형) X3,6,167000
P102700,팬티,2020 하기스 매직팬티 컴포트 3단계 여아 160매,9,74222
P102701,팬티,2020 하기스 매직팬티 컴포트 3단계 여아 160매(팬티형),313,70642
P102702,팬티,2020 하기스 매직팬티 컴포트 3단계 여아 160매(팬티형) + 보너스 16매 추가증정,123,70981
P102703,팬티,2020 하기스 매직팬티 컴포트 3단계 여아 160매(팬티형) X2,5,133600
P102704,팬티,2020 하기스 매직팬티 컴포트 3단계 여아 160매(팬티형) X2 + 보너스 32매 추가증정,24,133600
P102705,팬티,2020 하기스 매직팬티 컴포트 3단계 여아 160매(팬티형) X3,14,200400
P102706,팬티,2020 하기스 매직팬티 컴포트 4단계 남아 132매(팬티형),739,70122
P102707,팬티,2020 하기스 매직팬티 컴포트 4단계 남아 132매(팬티형) X2,60,129147
P102708,팬티,2020 하기스 매직팬티 컴포트 4단계 남아 132매(팬티형) X3,33,194327
P102709,팬티,2020 하기스 매직팬티 컴포트 4단계 여아 132매(팬티형),616,70992
P102710,팬티,2020 하기스 매직팬티 컴포트 4단계 여아 132매(팬티형) X2,60,126920
P102711,팬티,2020 하기스 매직팬티 컴포트 4단계 여아 132매(팬티형) X3,23,200400
P102712,팬티,2020 하기스 매직팬티 컴포트 5단계 남아 108매,4,66800
P102713,팬티,2020 하기스 매직팬티 컴포트 5단계 남아 108매(팬티형),402,71391
P102714,팬티,2020 하기스 매직팬티 컴포트 5단계 남아 108매(팬티형) X2,27,133600
P102715,팬티,2020 하기스 매직팬티 컴포트 5단계 남아 108매(팬티형) X3,16,175350
P102716,팬티,2020 하기스 매직팬티 컴포트 5단계 남아 216매(팬티형),19,122547
P102717,팬티,2020 하기스 매직팬티 컴포트 5단계 여아 108매,2,66800
P102718,팬티,2020 하기스 매직팬티 컴포트 5단계 여아 108매(팬티형),357,74383
P102719,팬티,2020 하기스 매직팬티 컴포트 5단계 여아 108매(팬티형) X2,18,133600
P102720,팬티,2020 하기스 매직팬티 컴포트 5단계 여아 108매(팬티형) X3,11,145745
P102721,팬티,2020 하기스 매직팬티 컴포트 5단계 여아 216매(팬티형),14,121600
P102722,팬티,2020 하기스 매직팬티 컴포트 6단계 남아 92매,1,66800
P102723,팬티,2020 하기스 매직팬티 컴포트 6단계 남아 92매(팬티형),96,85597
P102724,팬티,2020 하기스 매직팬티 컴포트 6단계 남아 92매(팬티형) X2,8,133600
P102725,팬티,2020 하기스 매직팬티 컴포트 6단계 남아 92매(팬티형) X3,3,66800
P102726,팬티,2020 하기스 매직팬티 컴포트 6단계 여아 92매,2,66800
P102727,팬티,2020 하기스 매직팬티 컴포트 6단계 여아 92매(팬티형),71,71907
P102728,팬티,2020 하기스 매직팬티 컴포트 6단계 여아 92매(팬티형) X2,10,120240
P102729,팬티,2020 하기스 매직팬티 컴포트 6단계 여아 92매(팬티형) X3,4,150300
P102730,팬티,2020 하기스 매직팬티 컴포트 썸머 2단계 공용 136매(팬티형) + 보너스 16매 추가증정,7,43900
P102731,팬티,2020 하기스 매직팬티 컴포트 썸머 2단계 공용 136매(팬티형) + 보너스 16매 추가증정 X 2,1,0
P102732,팬티,2020 하기스 매직팬티 컴포트 썸머 3단계 공용 116매(팬티형) + 보너스 12매 추가증정,184,45548
P102733,팬티,2020 하기스 매직팬티 컴포트 썸머 3단계 공용 116매(팬티형) + 보너스 12매 추가증정 X 2,14,0
P102734,팬티,2020 하기스 매직팬티 컴포트 썸머 3단계 공용 116매(팬티형) + 보너스 12매 추가증정 X3,1,0
P102735,팬티,2020 하기스 매직팬티 컴포트 썸머 4단계 공용 96매(팬티형),461,48934
P102736,팬티,2020 하기스 매직팬티 컴포트 썸머 4단계 공용 96매(팬티형) X 2,5,0
P102737,팬티,2020 하기스 매직팬티 컴포트 썸머 4단계 공용 96매(팬티형) X3,10,0
P102738,팬티,2020 하기스 매직팬티 컴포트 썸머 4단계 공용 192매(팬티형),57,87765
P102739,팬티,2020 하기스 매직팬티 컴포트 썸머 5단계 공용 80매(팬티형),301,51047
P102740,팬티,2020 하기스 매직팬티 컴포트 썸머 5단계 공용 80매(팬티형) X 2,6,0
P102741,팬티,2020 하기스 매직팬티 컴포트 썸머 5단계 공용 80매(팬티형) X3,5,0
P102742,팬티,2020 하기스 매직팬티 컴포트 썸머 5단계 공용 160매(팬티형),78,92226
P102743,팬티,2020 하기스 매직팬티 컴포트 썸머 6단계 공용 68매(팬티형),82,54060
P102744,팬티,2020 하기스 매직팬티 컴포트 썸머 6단계 공용 68매(팬티형) X 2,4,0
P102745,팬티,2020 하기스 매직팬티 컴포트 썸머 6단계 공용 68매(팬티형) X3,3,0
P102746,팬티,2020 하기스 매직팬티 컴포트 썸머 6단계 공용 136매(팬티형),40,87700
P102747,팬티,2020 하기스 맥스드라이 팬티 4단계 공용 96매(팬티형),155,51000
P102748,팬티,2020 하기스 맥스드라이 팬티 5단계 공용 80매(팬티형),53,51000
P102749,팬티,2020 하기스 보송보송팬티 4단계 공용 120매(팬티형),122,47620
P102750,팬티,2020 하기스 보송보송팬티 5단계 공용 100매(팬티형),97,50216
P102751,팬티,2020 하기스 보송보송팬티 6단계 공용 84매(팬티형),43,50105
P102752,팬티,NEW 하기스 네이처메이드 2단계 여아 156매(밴드형) X3,6,0
P102753,팬티,NEW 하기스 네이처메이드 5단계 남아 92매(밴드형) X3,2,0
P102754,팬티,NEW 하기스 네이처메이드 5단계 여아 92매(밴드형) X3,2,0
P102755,팬티,NEW 하기스 네이처메이드 팬티 2단계 남아 136매(팬티형) + 보너스 16매 추가증정,5,65100
P102756,팬티,NEW 하기스 네이처메이드 팬티 2단계 여아 136매(팬티형) + 보너스 16매 추가증정,8,56175
P102757,팬티,NEW 하기스 네이처메이드 팬티 3단계 남아 116매(팬티형) + 보너스 12매 추가증정,154,62000
P102758,팬티,NEW 하기스 네이처메이드 팬티 3단계 남아 116매(팬티형) X2 + 보너스 24매 추가증정,9,77467
P102759,팬티,NEW 하기스 네이처메이드 팬티 3단계 남아 116매(팬티형) X3 + 보너스 36매 추가증정,4,0
P102760,팬티,NEW 하기스 네이처메이드 팬티 3단계 여아 116매(팬티형) + 보너스 12매 추가증정,208,57955
P102761,팬티,NEW 하기스 네이처메이드 팬티 3단계 여아 116매(팬티형) X2 + 보너스 24매 추가증정,14,66400
P102762,팬티,NEW 하기스 네이처메이드 팬티 3단계 여아 116매(팬티형) X3 + 보너스 36매 추가증정,8,152513
P102763,팬티,NEW 하기스 네이처메이드 팬티 4단계 남아 96매(팬티형),355,59679
P102764,팬티,NEW 하기스 네이처메이드 팬티 4단계 남아 96매(팬티형) X3,20,130725
P102765,팬티,NEW 하기스 네이처메이드 팬티 4단계 남아 192매(팬티형),137,107219
P102766,팬티,NEW 하기스 네이처메이드 팬티 4단계 여아 96매(팬티형),343,59827
P102767,팬티,NEW 하기스 네이처메이드 팬티 4단계 여아 96매(팬티형) X3,8,43575
P102768,팬티,NEW 하기스 네이처메이드 팬티 4단계 여아 192매(팬티형),132,108731
P102769,팬티,NEW 하기스 네이처메이드 팬티 5단계 남아 80매(팬티형),215,58413
P102770,팬티,NEW 하기스 네이처메이드 팬티 5단계 남아 80매(팬티형) X3,9,154933
P102771,팬티,NEW 하기스 네이처메이드 팬티 5단계 남아 160매(팬티형),70,104820
P102772,팬티,NEW 하기스 네이처메이드 팬티 5단계 여아 80매(팬티형),156,60909
P102773,팬티,NEW 하기스 네이처메이드 팬티 5단계 여아 80매(팬티형) X3,7,124500
P102774,팬티,NEW 하기스 네이처메이드 팬티 5단계 여아 160매(팬티형),54,107524
P102775,팬티,NEW 하기스 네이처메이드 팬티 6단계 남아 68매(팬티형),37,66084
P102776,팬티,NEW 하기스 네이처메이드 팬티 6단계 남아 68매(팬티형) X3,1,0
P102777,팬티,NEW 하기스 네이처메이드 팬티 6단계 남아 136매(팬티형),22,110368
P102778,팬티,NEW 하기스 네이처메이드 팬티 6단계 여아 68매(팬티형),25,63392
P102779,팬티,NEW 하기스 네이처메이드 팬티 6단계 여아 68매(팬티형) X3,2,174300
P102780,팬티,NEW 하기스 네이처메이드 팬티 6단계 여아 136매(팬티형),15,116480
P102781,팬티,NEW 하기스 맥스드라이 팬티 3단계 남아 116매(팬티형) + 보너스 12매 추가증정,231,51142
P102782,팬티,NEW 하기스 맥스드라이 팬티 3단계 남아 116매(팬티형) + 보너스 12매 추가증정 X 2,13,7877
P102783,팬티,NEW 하기스 맥스드라이 팬티 3단계 남아 116매(팬티형) X3 + 보너스 36매 추가증정,1,153600
P102784,팬티,NEW 하기스 맥스드라이 팬티 3단계 여아 116매(팬티형) + 보너스 12매 추가증정,261,50842
P102785,팬티,NEW 하기스 맥스드라이 팬티 3단계 여아 116매(팬티형) + 보너스 12매 추가증정 X 2,10,0
P102786,팬티,NEW 하기스 맥스드라이 팬티 3단계 여아 116매(팬티형) X3 + 보너스 36매 추가증정,4,153600
P102787,팬티,NEW 하기스 맥스드라이 팬티 4단계 남아 96매(팬티형),456,51662
P102788,팬티,NEW 하기스 맥스드라이 팬티 4단계 남아 96매(팬티형) X3,8,19200
P102789,팬티,NEW 하기스 맥스드라이 팬티 4단계 남아 192매(팬티형),86,95045
P102790,팬티,NEW 하기스 맥스드라이 팬티 4단계 여아 96매(팬티형),442,51525
P102791,팬티,NEW 하기스 맥스드라이 팬티 4단계 여아 96매(팬티형) X3,5,122880
P102792,팬티,NEW 하기스 맥스드라이 팬티 4단계 여아 192매(팬티형),90,96516
P102793,팬티,NEW 하기스 맥스드라이 팬티 5단계 남아 80매(팬티형),253,53648
P102794,팬티,NEW 하기스 맥스드라이 팬티 5단계 남아 80매(팬티형) X3,8,134400
P102795,팬티,NEW 하기스 맥스드라이 팬티 5단계 남아 160매(팬티형),51,91284
P102796,팬티,NEW 하기스 맥스드라이 팬티 5단계 여아 80매(팬티형),196,52969
P102797,팬티,NEW 하기스 맥스드라이 팬티 5단계 여아 80매(팬티형) X3,5,61440
P102798,팬티,NEW 하기스 맥스드라이 팬티 5단계 여아 160매(팬티형),61,96757
P102799,팬티,NEW 하기스 맥스드라이 팬티 6단계 남아 68매(팬티형),68,56379
P102800,팬티,NEW 하기스 맥스드라이 팬티 6단계 남아 68매(팬티형) X3,3,102400
P102801,팬티,NEW 하기스 맥스드라이 팬티 6단계 남아 136매(팬티형),38,96982
P102802,팬티,NEW 하기스 맥스드라이 팬티 6단계 여아 68매(팬티형),68,51456
P102803,팬티,NEW 하기스 맥스드라이 팬티 6단계 여아 68매(팬티형) X3,3,102400
P102804,팬티,NEW 하기스 맥스드라이 팬티 6단계 여아 136매(팬티형),23,91309
P102805,팬티,NEW 하기스 맥스드라이 팬티 7단계 남아 56매(팬티형),23,51574
P102806,팬티,NEW 하기스 맥스드라이 팬티 7단계 남아 56매(팬티형) X3,5,0
P102807,팬티,NEW 하기스 맥스드라이 팬티 7단계 남아 112매(팬티형),11,84100
P102808,팬티,NEW 하기스 맥스드라이 팬티 7단계 여아 56매(팬티형),18,58850
P102809,팬티,NEW 하기스 맥스드라이 팬티 7단계 여아 56매(팬티형) X3,5,87480
P102810,팬티,NEW 하기스 맥스드라이 팬티 7단계 여아 112매(팬티형),7,84100
